1, 34090
2, 16331
3, 18317
4, 16265
5, 17190
6, 16944
7, 17550
8, 16349
9, 18490
10, 16457
11, 16419
12, 18907
13, 17492
14, 23724
15, 17343
16, 18952
17, 19477
18, 15841
19, 16498
20, 16713
21, 20287
22, 17284
23, 17888
24, 15766
25, 15689
26, 21546
27, 17087
28, 19646
29, 16955
30, 16552
31, 17130
32, 17004
33, 17521
34, 16432
35, 16376
36, 19720
37, 20368
38, 18703
39, 20564
40, 17720
41, 16681
42, 17074
43, 18234
44, 18903
45, 22633
46, 17101
47, 16320
48, 16594
49, 21043
50, 17026
51, 19232
52, 19084
53, 16384
54, 15921
55, 16223
56, 18450
57, 17834
58, 16635
59, 15134
60, 16324
61, 16181
62, 15995
63, 16386
64, 16526
65, 16710
66, 16568
67, 17200
68, 16332
69, 16713
70, 17040
71, 16078
72, 15388
73, 16081
74, 17062
75, 15529
76, 17437
77, 16974
78, 16372
79, 17000
80, 15971
81, 16271
82, 18131
83, 16211
84, 16952
85, 16643
86, 16241
87, 16534
88, 16438
89, 15593
90, 16290
91, 16254
92, 18223
93, 16270
94, 18150
95, 30192
96, 18648
97, 16049
98, 16353
99, 15902
100, 17576
101, 19606
102, 16361
