1990, 62532
4195, 53719
1259, 56984
9932, 58791
6740, 57490
7649, 59124
7394, 48363
8828, 58289
8742, 53093
1438, 57906
4803, 70736
5653, 52853
6390, 44792
4973, 53998
6794, 48052
8737, 53956
6353, 54299
8220, 45482
0455, 54296
3169, 61614
6753, 56420
1683, 60748
0778, 54348
6792, 46435
0100, 65958
2081, 57237
0076, 57007
3565, 47484
4306, 57806
2958, 57779
8393, 47824
2300, 73755
9259, 72050
8870, 65440
9751, 66741
7074, 60488
0155, 47788
0409, 57818
3437, 59914
3210, 47117
1393, 66581
9330, 64618
0648, 60429
2036, 60405
4067, 55906
4698, 62271
9821, 58343
1001, 55954
1479, 59951
6908, 59713
3444, 47837
2106, 56192
1157, 60982
4118, 52240
0765, 57240
7580, 72632
8342, 65803
8554, 59725
6364, 64558
8702, 66283
1633, 70814
3584, 48621
7238, 49219
9772, 85202
4758, 47181
0053, 46961
5622, 63331
1449, 54859
7575, 59554
9343, 144882
5236, 74268
6151, 75276
3786, 75321
9206, 59279
2357, 64940
4977, 66415
4890, 66438
2723, 66424
6794, 65998
4754, 46498
6803, 48403
6134, 56269
7639, 52247
0424, 64409
9464, 65740
6730, 62945
9423, 48819
8352, 51937
3916, 47358
4131, 47838
9998, 60490
5511, 65972
8714, 55244
0287, 58028
4264, 63616
3802, 47599
5890, 81677
0048, 54142
1485, 52216
1607, 79266
5142, 51812
