796741037460975455377003056224903799892858048503, 36531
313782761627545985361358484852205885274438302922, 17066
554797494134300885327300608536094483324857480560, 16222
339747762782305489092798492129262338204572735473, 16141
881781621916054133969048817313001399551672299902, 16210
216041828489200237418892894695648263345385225440, 16561
235220279514533786897211306968484928157028772062, 14586
017588058749958794400367541586409279204378465457, 14895
756803865481860248266471595169646229825365674698, 18130
365555808792619773873123708636974640140222483570, 18230
450379604776938713826647185291739786848435331124, 18257
391419091703854200561263668337278539739829127877, 15589
421649290329048411521335262541983359299421337370, 15520
829455415760994188165991839079063128761239448858, 15976
008633197064307900213403588929221014444142793485, 17708
103748921067150733202002648858088474467583510793, 18699
563665614763166825832251848704670137790389817599, 16712
229541804411033889973237872982014281381924157438, 19055
697365254931103925743324000677538564011727837441, 19698
015313690672056815574465627423144875257414649543, 19779
163692497987829989612776816046374733104812596685, 19196
869942055345181609434343514411529634139663103583, 19136
131393296336412986497335093652485525066829663861, 19505
652098871464903356578475426412177499496735325780, 19453
098274803889898305119451234325556673053352233284, 20895
901995622904336647984005612088390509263486919595, 23436
319007357931454927668991117685346247104998265777, 19299
055198148034619840560169030968966497501504987084, 23504
297996957008981680053760351924544255152852862120, 18749
919296012452026398797518483149651882683030355184, 19623
917644875580545189122336773096409163762442599007, 17908
230021245643041060910685183212845060294970376473, 17770
471420372980434738807626737986425767794985920515, 18779
143323855404407497286746065447951205880532973812, 17435
626105906846934733236484740247329149751545331726, 19330
947241119398139389728031433461558294425574387237, 19487
694325930411366245563572659578559181674825173797, 17185
754999403959200400825354560907094683554161003253, 18905
952856473153367370392929471651758954591918464191, 18522
448709435555907656180352126667321113257004524381, 17109
112059259694150547590177140116948365291370787931, 19347
224353311079548849660851822541663011344451625401, 16396
612364754501483142873386536896557716401861909415, 12670
233922143679463380065925030725148432978256392743, 19246
080909400121102688808629942447047257219433745924, 18809
621182210979827022337503671097970110551740622357, 12224
442303582016211430254391839062936268718140983037, 17246
096001483774251035890994863558777508846416051165, 11662
048464061472343173970617840460384322858116562809, 12672
272614124343485724868265998373610802416960238920, 16352
078157839013400103127930681817726631536638990110, 19347
862812133688368583594614900148247638061522480458, 18445
520101907528629934069832803203887099281933915008, 17734
540528038699588924590280601550804076871950039823, 20471
413040398954766705171886060140792098349136722305, 19233
844767145548423439776711189010614080994460502068, 18818
284586503740398886783151260763712362132408467546, 54421
510868122143635516107789977745698996719145620301, 17710
900818242823605537780921119060371552378753033598, 15513
698780611182445476498453438050719509571909143892, 14976
975126389903724103794216559534124638289499983405, 15785
335898529827555159825332518129174764518611688195, 15538
555249052877553321338406756271947673798988955297, 15585
371509507249196448840820111848278528498134063908, 16584
963793795636764869115890712163971253542227896202, 15783
553459433611123806789977137678945291156638852334, 16115
361998036589602096074459366615841950755526498617, 19953
932056356722283415369859552129735052888452800263, 20176
546381863349657875368476641731585335511845022711, 18008
860268366973506855567243907356652870636426776572, 14358
235821688877867343915570630948463975255132021775, 18856
860852216867596822723567455028006004435212293875, 16549
115416869330504475702780431159072814412447618085, 15339
363328270212224918482785559703131595332353797308, 11573
642027957953941346111729885138503907622617934260, 17427
804554505888793621221662921981283631281761861323, 12987
702741497867562155188873934833205689748624602830, 17099
804854078532293430156388869885387763362115544807, 19974
095216903011141890008797882753385806517810146238, 18987
548150285892874669555947775988834771991491600366, 16440
254401366626588974277635698054409141497051809618, 17040
590815679521776291143092233969840021590664932753, 18720
503374664392759289815760218907267716172521896916, 14368
385097949062343923448252048795643345049145391803, 18590
764496804437016294349507688162530171082425328947, 16819
145506103112708631022777182535541291824455645400, 12261
866900413679965489932904102808614404665934143681, 17848
207539184395536414608900246522244907937598341915, 15179
915502280589043184320401347018609470610760865405, 15020
484629492330250649262430100354312976046391526503, 16713
970706748076459331056033646208297297084981539682, 18160
014642288220192162945509056072875239557391533749, 15068
536666739321314843453297653365838607272314666052, 13927
731710848672114287436684029049234606602669080508, 21044
753388614976433601237409888302079318291690233896, 15627
264402554254015205491426741367896238413050673414, 19251
848442774730835686635505065915510374743116311172, 18818
883712745090363990997341537995975478763492629918, 14761
737882084277561458995705292132125126324944620087, 20379
927309627177615830748671045914606469343262943437, 16712
034855105104477798120566832229752430962702141040, 14663
153660469609441733453145522343970566703685729814, 11181
910452431910464934089941986191812959193406472866, 11003
075011984827225377649743723262379972281675598245, 15778
683982328664755777945731991593873262416295860560, 16882
884625354799629328661289934745634218754243107252, 17508
414392741572617348652799285992256917102259630376, 17512
524681238119052424232861249902874253578319334799, 17399
876253971728877071692881469426123041338722720629, 13788
599576853687690794984608613026075924832190059240, 14136
883086272492791815964039190394784102941380580863, 17389
689037502906048801624121214489077972842164989989, 21364
425414473013653835598656082270112986323654931527, 18508
855277960291463644446967379185890319218537695989, 17382
532017960975917312031782421368812025032241932765, 14673
579291423094337154961999796096945095139531164800, 21019
724229652150177087320066639323895419306831841679, 16682
602953756044929172553998736779651878343949562691, 15563
500515107337696541149509050676338489112047727671, 16193
975597887443839433727153015157866515213289564628, 19514
376426184698501317805891554022879513341721573935, 18165
774561372846987193513647471952759307557931642573, 18362
052914403340916006249847004390497610250886077600, 18001
534261865330802738052785131986932678754409589973, 18418
760123692263502933087182435950428650921460730225, 15394
992798393293578638747240600955344733782123403486, 15521
114873749798682118519604340201134511097066026458, 19738
992289236750876117328729982063752072926893873684, 21075
556327037694196204339583949645202156850711153795, 22495
961039731981086365862988810932921054229329427285, 19980
073030202946750276636809940094221526658064839078, 16416
977450682513154139556123587515022860048211737342, 19522
425236286729796672866072737136078603444028119777, 16996
769621966317624696533028569806575439747478332794, 20488
894505149180502573294586045500780152866706056225, 17779
227904373706206679171178012773628318967457000867, 15868
000036886513942111640461240754566581360023537748, 16475
810548901333457062672175819982463449239385932658, 17793
152314336753873252289245770912247698133728228565, 18858
623864229061454707377908531663848224868764019402, 17360
825478775081239842595308631049043581588109222328, 19167
699397076909220412249029451044503554254064986049, 17778
559032157064696993472440109074849942470176645434, 19649
840507823714473893208387557976572722634908665946, 16742
126706364801002066201186278679684256115715915311, 17005
624124062966382062633113655395079602018526357773, 17165
372196994470875784472534679572209410020787764452, 22179
203353370253764510145313813878008353600838126578, 20636
861336405631653122950480453804302457197863928452, 21553
046470324583569154741100800483590159481041319527, 21185
821455995447473812703936282285168333024588555838, 19063
043759449720374251364413583155772047113185115550, 18884
285315618048999055810088826047966619370376287313, 23375
953001822538774971249683364430447947031406485175, 25611
873102528984223548549806661756853375828648260615, 25367
961588679379344237854628365058245315392520484027, 19455
675534889084688268301802635813993646254155835651, 19577
275467497883799942068963402766585022993671143039, 20790
498715865255420176541464279099950921608153997925, 24145
578579131765668371559516351568637704829217973720, 24862
187201715065826574819432783231051993264871355922, 27095
347028615174658709579141453876400122985792179151, 20988
057403879231002377294211092491518268545788890249, 23818
254384303154676206871658196094430890522857226066, 14065
