1,31799
1,128812
1,153638
2,15426
2,61474
2,81778
3,19211
3,72575
3,91547
4,16029
4,60663
4,80650
5,16121
5,66585
5,87718
6,16426
6,68227
6,87813
7,16420
7,61281
7,81862
8,16311
8,60349
8,81523
9,21441
9,73047
9,94468
10,15018
10,59305
10,79044
11,16382
11,62488
11,78872
12,16409
12,60628
12,76545
13,15069
13,53060
13,66640
14,14406
14,62945
14,82915
15,15960
15,61474
15,80761
16,18028
16,75611
16,105335
17,14528
17,61139
17,80820
18,14182
18,58210
18,81047
19,14718
19,60118
19,78542
20,15024
20,65474
20,88169
21,21011
21,78542
21,740079
22,18510
22,67293
22,80640
23,19205
23,61191
23,76767
24,16958
24,66281
24,86196
25,15954
25,65127
25,80545
26,19598
26,75035
26,1909005
27,17385
27,67820
27,90700
28,17062
28,71639
28,95389
29,17099
29,71008
29,101795
30,16715
30,75502
30,99007
31,17159
31,61410
31,82236
32,18023
32,74048
32,106861
33,16411
33,57713
33,80475
34,17115
34,59392
34,84309
35,18586
35,63301
35,84903
36,17683
36,68824
36,86908
37,17639
37,65599
37,84136
38,18388
38,59467
38,77800
39,19555
39,67378
39,87850
40,15210
40,60238
40,76141
41,18100
41,71430
41,93208
42,18645
42,73682
42,97224
43,15763
43,68879
43,90134
44,18130
44,75762
44,100170
45,24426
45,81126
45,100324
46,15865
46,61597
46,75274
47,19211
47,68133
47,87685
48,18939
48,69767
48,94161
49,16169
49,59123
49,76675
50,15176
50,59081
50,75418
51,16415
51,62416
51,78696
52,16617
52,55078
52,68866
53,15759
53,70121
53,94499
54,15890
54,65254
54,86220
55,16062
55,61698
55,84511
56,18595
56,69793
56,90744
57,16100
57,58154
57,72104
58,15480
58,66948
58,89742
59,16761
59,62450
59,76740
60,15742
60,70554
60,94508
61,15786
61,60296
61,82431
62,16181
62,62576
62,83433
63,20302
63,73229
63,94815
64,16840
64,65212
64,84319
65,15651
65,63219
65,83359
66,17288
66,63362
66,85783
67,16715
67,60928
67,82076
68,15661
68,67045
68,91656
69,15254
69,62664
69,85479
70,15204
70,61203
70,81682
71,15245
71,58204
71,78786
72,15569
72,61384
72,84785
73,16872
73,62895
73,86781
74,16263
74,61958
74,87381
75,17385
75,56913
75,78582
76,17049
76,67283
76,82586
77,15270
77,58544
77,73486
78,15779
78,60992
78,74968
79,16672
79,61507
79,75330
80,18357
80,58064
80,71856
81,16936
81,64662
81,79477
82,16920
82,62673
82,76650
83,16151
83,57088
83,71192
84,16042
84,60933
84,74856
85,17910
85,69424
85,88559
86,15716
86,61236
86,82558
87,16751
87,62909
87,78178
88,16305
88,61917
88,75692
89,17470
89,65310
89,85546
90,15698
90,61843
90,83281
91,15099
91,65917
91,100030
92,15619
92,60465
92,80761
93,15650
93,64939
93,81382
94,20024
94,77643
94,99094
95,29628
95,79984
95,97745
96,17198
96,77674
96,703668
97,18042
97,64742
97,87359
98,15713
98,58406
98,80240
99,15616
99,62695
99,82464
100,17040
100,63910
100,84861
101,15801
101,69499
101,104296
102,16168
102,92658
102,123226
103,15970
103,63362
103,77426
104,16439
104,63408
104,82535
105,16419
105,62957
105,83912
106,15879
106,64516
106,84824
107,16382
107,64465
107,96698
108,16807
108,68195
108,88230
109,20967
109,72999
109,90461
110,15920
110,66707
110,85787
111,18230
111,73883
111,97115
112,17992
112,66685
112,85737
113,20353
113,71060
113,90626
114,16578
114,63381
114,80892
115,20316
115,70622
115,88651
116,16366
116,67156
116,586212
117,15790
117,60972
117,75375
118,16031
118,64497
118,84109
119,16532
119,62407
119,83220
120,15758
120,62238
120,82037
121,19903
121,73291
121,34152652
122,15702
122,61619
122,75656
123,16668
123,69477
123,92874
124,15820
124,65291
124,86104
125,17597
125,70181
125,93904
126,16899
126,73841
126,97830
127,19116
127,70346
127,91061
128,18263
128,65530
128,87533
129,19120
129,66642
129,87252
130,16916
130,74277
130,95909
131,19745
131,69823
131,1021569
132,14806
132,58895
132,83015
133,17061
133,62903
133,82672
134,16469
134,56880
134,76984
135,18037
135,61818
135,81161
136,15801
136,59293
136,89288
137,15617
137,61058
137,81994
138,20558
138,73975
138,93138
139,14912
139,57150
139,79451
140,37337
140,85953
140,129480
141,17573
141,64674
141,537031
142,15116
142,51840
142,74644
143,16075
143,58977
143,80702
144,18372
144,62926
144,89860
145,18679
145,62277
145,85669
146,18603
146,68691
146,567812
147,16811
147,59781
147,97230
148,16688
148,59620
148,83611
149,15810
149,56977
149,80221
150,15926
150,60446
150,81551
151,17983
151,58578
151,85524
152,17846
152,61854
152,83410
153,18303
153,58120
153,78881
154,15818
154,56642
154,78987
155,18053
155,61697
155,81616
156,18171
156,58374
156,80390
157,98732
157,120168
157,139433
158,16673
158,59822
158,85879
159,19086
159,70091
159,93068
160,18827
160,62609
160,88695
161,17236
