1, 32796
2, 16024
3, 16770
4, 16726
5, 16033
6, 15887
7, 16227
8, 15556
9, 17946
10, 15798
11, 15648
12, 17792
13, 16253
14, 16482
15, 13911
16, 12239
17, 15125
18, 13740
19, 16948
20, 13400
21, 17006
22, 13495
23, 13696
24, 16292
25, 15718
26, 14008
27, 13317
28, 16635
29, 16447
30, 14751
31, 12542
32, 12897
33, 16318
34, 19141
35, 14217
36, 15497
37, 15061
38, 14509
39, 16446
40, 16247
41, 15678
42, 17546
43, 14945
44, 15921
45, 19804
46, 15062
47, 13476
48, 15142
49, 20005
50, 16048
51, 12918
52, 16955
53, 18324
54, 18230
55, 15751
56, 15956
57, 14097
58, 14401
59, 15242
60, 14072
61, 14697
62, 14591
63, 14903
64, 14738
65, 14798
66, 13880
67, 15546
68, 16708
69, 12821
70, 15158
71, 14174
72, 13741
73, 13967
74, 16282
75, 14048
76, 15537
77, 19181
78, 16462
79, 17916
80, 15908
81, 16900
82, 12335
83, 15407
84, 15916
85, 16379
86, 14147
87, 14111
88, 13277
89, 15629
90, 13892
91, 17079
92, 16251
93, 16309
94, 15871
95, 29031
96, 16091
97, 20619
98, 16036
99, 15635
100, 15067
101, 15461
102, 16050
