0, 109964
4, 81686
1, 87803
2, 86111
3, 81441
1, 109911
9, 93867
7, 81683
3, 95710
7, 94200
4, 96208
7, 88109
4, 95040
7, 95712
0, 96733
6, 85691
2, 96137
3, 98492
7, 93717
5, 81003
7, 182021
3, 79358
6, 82638
5, 88029
6, 87378
7, 88720
5, 84450
8, 83280
3, 81709
9, 79445
5, 77159
4, 82737
1, 82938
4, 77254
1, 95488
0, 99262
7, 86133
0, 77877
4, 76072
7, 85130
0, 88609
4, 113867
2, 77369
6, 76109
8, 91293
5, 76742
3, 83170
5, 86418
8, 82907
1, 85357
2, 80789
4, 92761
0, 82748
7, 86327
4, 86122
8, 140727
3, 123815
9, 87318
2, 76564
6, 92520
5, 76549
7, 92767
3, 89611
5, 90253
3, 85752
7, 98686
4, 78441
9, 83973
8, 77104
6, 88277
5, 85465
8, 78060
4, 77187
0, 95654
3, 96253
9, 94333
8, 131497
5, 96226
1, 101523
4, 88302
5, 114771
0, 81889
1, 165471
9, 87219
6, 81447
1, 82516
3, 76652
2, 88781
7, 73215
9, 76453
1, 91334
2, 88166
6, 75121
7, 91158
2, 75782
1, 72762
1, 84413
1, 96424
9, 87027
7, 101618
0, 78919
